product_id,product_name,brand,category,subcategory,base_cost,retail_price,margin_amount,margin_pct,warranty_months,launch_date,discontinued_flag,supplier_country,product_rating,created_at,updated_at
1732,Size Practice,Lenovo,Electronics,Laptops,1139.83,1661.3,521.47,,36.0,2020-05-02,True,Central African Republic,3.8,2019-08-06 07:00:33,2025-06-18 04:02:43
1733,Opportunity Some,Puma,Fashion,Women,1453.5,1919.79,466.29,24.29,36.0,2021-10-01,True,Eritrea,2.1,2020-09-02 00:22:01,2025-12-27 04:02:46
1734,Bit Day,Philips,Electronics,Tablets,1095.35,2629.29,1533.94,,6.0,2018-07-15,,Suriname,2.3,2020-04-27 14:14:36,2025-03-03 03:32:29
1735,World Still,Adidas,Fashion,Men,763.62,949.32,185.7,19.56,0.0,2022-10-17,False,Argentina,3.5,2018-04-09 21:47:26,2025-06-21 08:16:31
1736,Land Identify,Puma,Sports,Outdoor,1213.05,2748.91,1535.86,,6.0,2020-10-20,True,Mauritania,3.7,2020-07-23 12:30:14,2025-04-16 21:12:08
1737,Operation Crime,Sony,Sports,Outdoor,403.45,,,,12.0,2018-04-17,True,Sweden,4.8,2019-05-21 13:58:59,2025-08-13 16:41:40
1738,Pay This,Samsung,Sports,Fitness,1390.36,3246.08,1855.72,57.17,6.0,2021-10-05,True,Malawi,2.8,2019-01-25 21:36:23,2025-04-07 16:33:55
1739,Keep Which,,Fashion,Footwear,472.28,602.39,130.11,21.6,12.0,2019-04-01,True,Guernsey,,2021-01-06 06:45:48,2025-10-13 09:27:23
347,Particular History,Nike,Electronics,Accessories,1332.89,1747.2,414.31,23.71,24.0,2021-03-26,True,Paraguay,2.7,2020-12-28 02:38:46,2025-02-11 23:02:15
1741,Appear Old,Philips,Home Appliances,Laundry,344.89,560.52,215.63,,12.0,2018-11-30,,Mayotte,4.1,2020-06-21 15:40:32,2025-12-25 18:57:38
1742,Environmental Few,Lenovo,Electronics,Tablets,672.39,1507.5,835.11,,12.0,2023-01-17,,Ukraine,3.1,2019-02-05 23:32:12,2025-09-27 05:50:55
1743,Talk Audience,,Fashion,Footwear,1078.92,2595.9,1516.98,58.44,,2018-02-02,False,Marshall Islands,4.9,2018-10-25 23:00:36,2025-05-11 04:36:00
1744,Strong Trouble,Sony,Home Appliances,Cleaning,7.13,17.14,10.01,58.4,0.0,2022-07-19,False,Liechtenstein,4.0,2018-07-18 17:13:53,2025-09-29 01:16:49
1745,Long Consumer,Puma,Sports,Outdoor,150.14,373.33,223.19,59.78,24.0,2020-06-15,True,Costa Rica,2.9,2019-03-24 03:39:35,2025-10-08 17:17:02
1746,Tree Live,Bosch,Home Appliances,Kitchen,891.3,1203.31,312.01,25.93,,2020-01-20,,Guam,4.2,2020-11-16 21:33:13,2025-03-28 19:29:03
1747,Money Probably,Lenovo,Electronics,Laptops,,233.15,33.47,14.36,0.0,2022-07-31,True,China,,2020-04-06 17:02:56,2025-10-01 16:17:42
1748,Firm Professional,Lenovo,Home Appliances,Cleaning,176.23,415.85,239.62,57.62,,2023-08-14,True,Georgia,4.6,2020-10-07 03:15:47,2025-12-27 20:06:30
1749,Apply Some,Adidas,Fashion,Women,599.22,1036.47,437.25,42.19,,2020-09-20,False,Angola,2.5,2019-10-29 22:15:59,2025-04-24 13:59:44
1750,Game Design,Samsung,Home Appliances,Kitchen,1339.81,3184.54,1844.73,57.93,24.0,2019-08-20,,Estonia,3.5,2019-08-21 18:53:02,2025-10-08 16:14:35
1751,Recent Scientist,LG,Electronics,Tablets,,420.13,77.73,,36.0,2018-12-11,True,Samoa,2.3,2019-11-26 04:58:10,2025-11-07 07:07:03
1752,Take Each,Sony,Electronics,Accessories,1367.19,2058.77,691.58,33.59,0.0,2019-01-22,False,Jordan,1.3,2018-01-28 16:36:05,2025-11-23 08:09:33
1753,Military Item,Bosch,Fashion,Women,1252.35,1853.7,601.35,32.44,6.0,2021-03-05,,Israel,2.3,2018-06-18 11:52:06,2025-11-04 10:04:04
1754,Father Growth,Lenovo,Electronics,Laptops,1429.58,3089.18,1659.6,53.72,36.0,2022-10-18,False,Slovakia (Slovak Republic),3.6,2018-10-04 17:05:16,2025-08-07 14:11:14
1755,Face Outside,Xiaomi,Home Appliances,Kitchen,1440.36,1960.13,519.77,26.52,36.0,2021-01-22,True,Finland,4.0,2018-10-13 19:03:46,2025-09-08 19:43:25
1756,Box Teach,Bosch,Electronics,Laptops,910.5,1579.22,668.72,,6.0,2022-12-18,,Bolivia,4.5,2019-11-15 21:58:57,2025-09-08 23:01:35
1757,Onto Forward,Adidas,Home Appliances,Laundry,,23.83,6.51,27.32,6.0,2019-08-14,True,Sierra Leone,2.1,2019-12-06 07:10:53,2025-11-18 01:15:09
1758,Education Cut,Puma,Home Appliances,Kitchen,541.63,1285.83,744.2,57.88,0.0,2022-11-09,True,Slovenia,2.8,2018-11-26 17:12:42,2025-03-22 14:07:43
1759,Respond Example,Sony,Sports,Fitness,993.39,1850.43,857.04,,12.0,2022-10-10,True,Norway,3.2,2020-09-30 23:10:33,2025-05-30 04:42:00
1760,Many Represent,Nike,Electronics,Tablets,1062.42,1948.63,886.21,45.48,36.0,2023-11-09,False,Faroe Islands,2.3,2018-07-21 19:03:26,2025-03-20 19:22:03
1761,Source Election,Xiaomi,Home Appliances,Cleaning,626.97,807.83,180.86,22.39,6.0,2024-11-03,False,Hong Kong,4.4,2018-01-23 09:01:37,2025-02-01 00:09:22
1762,Degree Notice,Adidas,Home Appliances,Kitchen,949.22,2006.85,1057.63,52.7,24.0,2022-11-21,,France,4.9,2018-08-16 20:03:39,2025-09-08 16:19:18
1763,What Figure,Samsung,Fashion,Men,9.94,22.07,12.13,54.96,36.0,2018-06-18,,South Africa,2.0,2019-09-17 05:14:21,2025-05-05 02:12:06
1764,Budget Newspaper,Philips,Electronics,Laptops,473.16,1006.01,532.85,52.97,0.0,2023-03-16,,Cayman Islands,4.8,2019-01-21 17:07:10,2025-04-06 15:15:41
1765,Life Position,Nike,Sports,Outdoor,858.67,1694.6,835.93,49.33,24.0,2020-05-20,,Aruba,2.1,2018-05-24 16:48:32,2025-12-24 12:07:37
1766,Discuss Movie,Sony,Electronics,Laptops,118.42,183.03,64.61,35.3,12.0,2024-05-24,,Luxembourg,2.7,2018-12-20 16:38:11,2025-01-21 11:45:28
1767,Dream Response,Xiaomi,Home Appliances,Laundry,1464.02,1620.82,156.8,9.67,0.0,2018-07-06,True,Togo,3.2,2018-08-16 11:25:16,2025-04-26 08:18:27
1768,Wall In,Puma,Home Appliances,Cleaning,142.91,198.03,55.12,27.83,6.0,2020-06-14,False,Reunion,,2020-08-01 12:40:26,2025-08-07 14:24:09
1769,Item Door,Xiaomi,Electronics,Accessories,1343.7,3303.41,1959.71,59.32,12.0,2019-10-18,True,Cook Islands,3.5,2020-10-30 17:23:20,2025-04-11 17:12:24
1770,This Unit,Bosch,Sports,Team Sports,516.02,1100.31,584.29,53.1,12.0,2019-05-26,False,Monaco,3.6,2018-06-14 03:36:29,2025-02-16 02:39:52
1771,Southern Art,LG,Fashion,Men,,453.17,185.15,,0.0,2022-03-08,True,Israel,3.0,2018-02-15 10:47:49,2025-05-24 17:50:47
1540,Ready Others,Samsung,Home Appliances,Kitchen,855.39,1392.57,537.18,,12.0,2019-07-30,True,Guam,2.3,2018-06-16 20:51:18,2025-02-10 11:17:55
1773,Drive Yeah,,Sports,Fitness,155.38,211.14,55.76,26.41,6.0,2020-07-29,False,Philippines,3.2,2018-08-18 09:25:01,2025-08-28 17:38:14
1774,Consumer Describe,Adidas,Electronics,Accessories,,874.35,187.06,,36.0,2021-09-25,False,Saint Vincent and the Grenadines,3.2,2019-04-23 01:27:43,2025-09-12 11:59:59
1775,Lay Leave,Sony,Home Appliances,Cleaning,1102.32,2392.48,1290.16,53.93,,2018-02-02,,Korea,1.5,2019-07-17 14:04:58,2025-07-14 09:20:19
1776,Partner Republican,Sony,Home Appliances,Cleaning,1428.59,1855.15,426.56,22.99,6.0,2019-09-05,False,Zimbabwe,3.6,2020-02-06 15:18:44,2025-04-07 02:04:14
1777,Arm Poor,Apple,Electronics,Laptops,258.14,623.02,364.88,58.57,,2020-11-07,False,Jordan,4.8,2020-11-29 07:40:51,2025-03-04 10:15:46
1778,Level Professor,Samsung,Sports,Outdoor,,1911.2,444.56,23.26,0.0,2020-08-29,True,Lao People's Democratic Republic,2.8,2018-07-17 11:58:21,2025-03-06 04:11:14
1779,Meet Low,Philips,Sports,Fitness,,916.62,343.7,37.5,24.0,2020-04-13,True,Saint Martin,3.2,2018-09-30 19:26:54,2025-03-10 10:00:12
1780,Eye Guy,Apple,Electronics,Tablets,841.45,1530.09,688.64,45.01,,2018-08-08,False,Bolivia,3.7,2018-08-18 13:30:30,2025-01-18 06:58:22
1781,Site Last,Lenovo,Electronics,Smartphones,949.98,1045.7,95.72,9.15,0.0,2024-04-13,False,Syrian Arab Republic,1.7,2020-02-01 18:23:23,2025-05-23 08:12:13
1782,Economic Key,Samsung,Sports,Fitness,185.77,218.2,32.43,14.86,12.0,2020-01-27,False,Monaco,4.1,2018-04-01 09:59:12,2025-05-27 14:03:55
1783,Situation Various,Sony,Home Appliances,Cleaning,663.61,1063.48,399.87,37.6,12.0,2019-11-30,True,Kiribati,3.1,2018-06-02 13:18:01,2025-05-26 14:41:58
1784,Television Community,Nike,Fashion,Women,110.25,175.33,65.08,37.12,12.0,2022-03-17,False,Bhutan,1.6,2019-11-27 09:25:58,2025-06-20 20:18:40
1785,Leader Free,Samsung,Sports,Outdoor,659.81,1355.96,696.15,,,2020-09-19,,Japan,2.9,2019-03-17 17:44:47,2025-04-27 11:37:23
1786,Drug Mrs,Lenovo,Fashion,Men,1079.94,1996.39,916.45,45.91,6.0,2020-08-06,,Equatorial Guinea,1.9,2018-05-30 09:21:25,2025-06-07 01:34:10
1787,Water Tax,Puma,Fashion,Women,1486.89,2521.22,1034.33,41.02,36.0,2022-11-10,True,Andorra,3.2,2018-06-16 16:57:04,2025-12-30 05:46:47
1788,Surface Yard,Bosch,Sports,Fitness,1336.49,2293.96,957.47,,6.0,2023-03-15,False,Bosnia and Herzegovina,3.3,2019-06-28 23:27:50,2025-08-14 12:07:32
1789,Base Billion,LG,Sports,Team Sports,504.75,1167.37,662.62,56.76,12.0,2020-05-22,,Germany,2.5,2018-03-31 20:04:37,2025-07-08 14:23:57
1790,Edge Entire,Philips,Sports,Outdoor,231.09,407.59,176.5,43.3,0.0,2018-07-10,False,Norway,5.0,2019-05-14 21:46:31,2025-01-27 23:30:14
1791,Certainly Behind,,Electronics,Accessories,762.65,1531.56,768.91,50.2,,2023-08-29,,Turkmenistan,2.8,2020-06-01 15:26:43,2025-10-11 08:44:05
1792,Trade Away,Xiaomi,Electronics,Laptops,1033.98,1675.5,641.52,38.29,0.0,2018-02-09,,Guinea,2.3,2020-03-10 07:00:40,2026-01-08 20:51:07
1793,Put Price,Bosch,Sports,Team Sports,723.92,1350.22,626.3,46.39,,2024-02-20,True,Kiribati,3.7,2019-12-27 05:44:35,2025-11-13 00:03:54
1794,Throw Board,Xiaomi,Electronics,Laptops,796.5,1556.73,760.23,48.84,24.0,2021-06-30,,Guyana,1.6,2019-09-01 17:37:41,2025-04-30 23:18:33
1795,Ground Outside,Puma,Home Appliances,Cleaning,182.91,446.66,263.75,59.05,0.0,2023-03-31,,Guyana,4.3,2020-06-10 04:42:41,2025-10-05 01:40:09
1796,Whom Physical,Sony,Fashion,Footwear,1468.1,2462.34,994.24,,,2020-12-03,True,Saint Barthelemy,3.1,2019-07-03 15:34:09,2025-11-15 03:28:50
1797,Social Happy,Sony,Fashion,Men,871.72,1919.85,1048.13,54.59,24.0,2021-04-27,True,Palestinian Territory,1.9,2018-04-24 00:02:51,2025-02-03 05:02:03
1798,Around Various,,Home Appliances,Cleaning,1360.17,2941.05,1580.88,,24.0,2019-05-08,True,Dominica,4.1,2019-11-27 03:18:36,2025-09-04 15:34:02
1799,War There,LG,Electronics,Accessories,431.75,751.2,319.45,42.53,24.0,2023-11-09,True,Nepal,2.7,2020-11-11 22:39:57,2025-04-23 11:04:26
1800,Board West,Adidas,Electronics,Laptops,103.14,156.34,53.2,34.03,0.0,2021-01-22,False,Comoros,4.8,2018-06-05 17:03:25,2025-09-04 19:24:55
1801,Tough Mention,Bosch,Sports,Outdoor,712.7,836.1,123.4,14.76,0.0,2019-05-19,True,Sierra Leone,4.6,2018-04-12 19:39:16,2025-06-09 08:10:34
1802,Environment Approach,Xiaomi,Home Appliances,Kitchen,579.57,894.92,315.35,35.24,,2021-11-10,,Bermuda,2.1,2020-02-25 16:00:54,2025-07-27 02:55:58
1803,Rather Care,Apple,Fashion,Footwear,1281.26,2306.93,1025.67,44.46,36.0,2020-04-20,False,Burkina Faso,2.4,2020-12-04 05:30:54,2025-12-08 07:12:14
1804,Someone Choice,Samsung,Sports,Team Sports,732.11,1152.03,419.92,36.45,,2019-04-18,False,Belarus,4.2,2019-10-04 16:40:45,2025-06-01 02:33:16
1805,May Increase,Bosch,Home Appliances,Cleaning,,2614.63,1528.0,58.44,6.0,2018-02-12,True,South Africa,4.8,2018-02-05 21:25:59,2025-02-02 05:57:50
1806,Run Company,Adidas,Home Appliances,Laundry,681.91,1012.35,330.44,32.64,12.0,2024-06-17,False,Seychelles,3.8,2019-03-05 11:10:39,2025-05-06 17:38:26
1807,There Agency,LG,Sports,Fitness,166.22,367.76,201.54,54.8,0.0,2020-03-30,,Maldives,2.8,2018-09-04 10:35:41,2025-12-15 15:09:07
1808,Miss Black,Apple,Home Appliances,Kitchen,1247.45,3110.67,1863.22,59.9,0.0,2019-06-14,,Panama,2.7,2018-05-05 11:03:12,2025-03-16 01:11:42
1809,Threat Else,Bosch,Electronics,Tablets,1231.27,3069.94,1838.67,59.89,,2022-11-03,,Bulgaria,2.6,2020-07-30 02:18:17,2025-05-16 12:33:21
1810,Weight Line,Samsung,Fashion,Footwear,268.86,376.71,107.85,28.63,,2023-07-28,False,Saint Pierre and Miquelon,3.3,2020-04-10 03:43:14,2025-03-07 17:46:20
1811,Environment Impact,Philips,Electronics,Tablets,893.06,2008.26,1115.2,55.53,0.0,2023-07-23,,Korea,3.8,2020-02-06 14:49:40,2026-01-04 04:56:06
1045,Ball Similar,LG,Electronics,Tablets,680.33,1432.62,752.29,52.51,24.0,2019-12-23,True,Norfolk Island,2.8,2018-03-22 13:48:05,2025-09-28 11:53:44
1813,Relationship Value,LG,Sports,Outdoor,32.5,41.69,9.19,22.04,36.0,2023-01-23,,Syrian Arab Republic,5.0,2019-08-17 06:45:46,2025-10-23 12:15:42
1814,Whether Mr,Adidas,Fashion,Men,234.42,403.65,169.23,,24.0,2022-03-23,,Saudi Arabia,4.8,2020-09-22 23:38:59,2025-06-09 22:07:25
1815,Brother Better,Xiaomi,Home Appliances,Kitchen,258.08,338.3,80.22,23.71,36.0,2019-08-19,False,Myanmar,4.5,2020-02-01 13:03:05,2025-12-05 03:37:06
1816,Why Pass,LG,Fashion,Women,,424.4,201.57,47.5,12.0,2024-12-18,False,Cook Islands,2.6,2019-04-20 21:23:50,2025-01-29 00:00:19
1817,Carry Sea,Adidas,Sports,Fitness,735.92,1617.99,882.07,54.52,36.0,2018-08-17,True,Madagascar,3.4,2018-08-29 16:53:21,2025-11-09 22:10:36
1818,Today Night,Philips,Electronics,Accessories,1008.46,2256.21,1247.75,55.3,,2019-05-18,False,Saint Barthelemy,2.0,2018-07-11 04:22:12,2025-12-10 16:08:28
1819,South Sing,Sony,Sports,Fitness,122.31,278.24,155.93,56.04,24.0,2022-03-09,False,Brazil,3.4,2020-05-05 18:46:10,2025-07-03 03:07:27
1820,Head Tree,Samsung,Electronics,Laptops,586.87,921.62,334.75,36.32,36.0,2018-10-12,True,Nicaragua,3.0,2018-07-07 17:39:13,2025-09-16 18:37:26
1821,Deal Impact,Apple,Home Appliances,Kitchen,718.27,1659.85,941.58,56.73,24.0,2018-07-11,True,French Southern Territories,,2018-07-18 14:03:03,2025-03-21 03:49:23
1822,It History,Philips,Sports,Outdoor,502.33,1121.05,618.72,55.19,12.0,2022-05-06,False,Macao,2.2,2018-02-28 06:42:05,2025-07-29 12:11:00
1823,Over Mention,Bosch,Home Appliances,Laundry,622.07,1329.28,707.21,53.2,24.0,2018-08-10,False,Saint Kitts and Nevis,,2018-03-22 22:47:14,2025-07-28 11:46:55
413,Student Sometimes,Puma,Fashion,Men,1133.26,2066.66,933.4,45.16,0.0,2021-07-06,False,Lao People's Democratic Republic,,2020-05-01 21:10:32,2025-07-21 03:49:12
1825,Skill Remember,Apple,Home Appliances,Laundry,832.93,1464.32,631.39,43.12,,2019-11-03,,Sri Lanka,4.5,2019-03-13 03:55:34,2025-03-05 17:39:00
1826,Many Dark,Adidas,Fashion,Men,1137.14,2360.82,1223.68,51.83,24.0,2024-03-17,True,Comoros,4.0,2019-01-20 18:22:59,2025-11-01 02:33:09
1827,Quickly Girl,Adidas,Home Appliances,Laundry,1235.5,2955.13,,58.19,24.0,2021-12-31,False,Faroe Islands,4.1,2019-11-04 12:58:11,2025-11-27 01:47:48
1828,That Entire,Samsung,Sports,Outdoor,173.55,277.3,103.75,37.41,0.0,2024-05-09,,Yemen,2.8,2019-06-02 12:47:46,2025-08-27 06:02:31
1829,More Thank,,Sports,Fitness,789.7,1074.41,284.71,26.5,0.0,2020-05-17,True,Botswana,4.5,2019-06-22 07:07:00,2025-05-12 22:59:10
1830,Still Affect,Nike,Electronics,Smartphones,87.5,136.47,48.97,35.88,6.0,2023-10-07,False,French Polynesia,4.5,2020-02-11 09:26:25,2025-08-12 05:29:47
1831,Network Reason,Sony,Home Appliances,Kitchen,474.21,633.15,,25.1,36.0,2020-06-23,True,Bouvet Island (Bouvetoya),2.0,2020-05-26 23:41:19,2025-02-26 09:17:31
1832,Wide Occur,Samsung,Home Appliances,Cleaning,219.62,505.51,285.89,56.55,24.0,2018-12-03,,Cape Verde,4.7,2018-12-17 23:24:52,2025-02-27 01:27:05
1833,Chance Writer,Sony,Home Appliances,Laundry,,2539.88,1152.18,45.36,24.0,2019-10-07,True,Martinique,4.2,2019-11-22 02:16:14,2025-02-20 14:07:26
1834,Write Debate,Xiaomi,Home Appliances,Laundry,12.1,29.64,17.54,59.18,24.0,2023-12-19,False,Bahrain,1.8,2020-12-14 07:11:45,2025-01-22 12:22:40
1835,Course Pull,Puma,Home Appliances,Laundry,1242.67,2221.95,979.28,44.07,12.0,2018-03-01,True,Chile,2.4,2019-02-01 03:04:59,2025-02-23 19:27:00
1836,Stop Get,Philips,Electronics,Smartphones,1315.45,1776.49,461.04,,24.0,2022-01-03,True,Malawi,2.6,2019-05-18 09:00:55,2025-12-28 10:00:57
1837,Point I,Puma,Home Appliances,Laundry,943.04,1084.04,141.0,13.01,6.0,2021-07-26,False,Montenegro,3.7,2019-08-19 08:14:17,2025-12-28 12:05:42
1838,Can Reflect,Nike,Fashion,Women,101.73,156.95,55.22,35.18,24.0,2021-01-21,,Senegal,,2019-02-19 08:45:19,2025-03-05 04:26:23
1839,Music Season,Apple,Home Appliances,Cleaning,,771.93,304.8,,24.0,2019-02-26,True,Reunion,3.6,2019-06-25 16:27:55,2025-09-17 17:49:52
1840,Career Better,Sony,Home Appliances,Laundry,,1943.67,541.23,27.85,36.0,2021-01-27,True,Bermuda,,2019-02-28 20:13:06,2025-07-10 06:09:05
1841,Wear Keep,Sony,Fashion,Women,,461.78,170.66,36.96,24.0,2019-11-04,True,Dominica,1.8,2020-02-29 04:47:04,2025-06-12 17:48:42
1842,Money Get,Puma,Electronics,Accessories,1247.31,2267.75,,45.0,,2023-08-25,,Macedonia,1.7,2018-01-24 07:52:11,2025-09-02 19:10:13
1843,Two Quickly,Bosch,Sports,Fitness,846.31,1987.61,1141.3,57.42,36.0,2023-12-31,True,Japan,4.3,2020-08-04 20:50:35,2025-09-21 10:38:15
1844,Cold Crime,Apple,Home Appliances,Cleaning,945.63,2055.67,1110.04,54.0,12.0,2019-06-06,True,Chad,4.9,2020-12-02 00:28:53,2025-07-24 07:45:33
1845,Career Success,Lenovo,Sports,Outdoor,1087.44,2004.78,917.34,45.76,36.0,2020-02-22,True,Bahamas,3.5,2018-11-02 12:50:09,2025-12-18 17:45:32
1846,Heart Student,Samsung,Home Appliances,Cleaning,,466.25,270.11,57.93,36.0,2019-12-26,,Benin,2.0,2020-12-29 06:02:00,2025-06-16 23:42:48
1847,Risk Debate,LG,Electronics,Laptops,1191.27,2091.66,900.39,43.05,6.0,2018-08-05,,Maldives,2.4,2020-09-13 03:21:39,2025-04-04 09:03:14
1848,Street Billion,Lenovo,Home Appliances,Kitchen,671.85,1006.07,334.22,33.22,12.0,2024-09-14,True,Solomon Islands,2.8,2020-06-05 03:59:22,2025-05-18 17:12:28
1849,Approach Laugh,Puma,Home Appliances,Laundry,,2035.52,972.35,,12.0,2021-06-23,,Colombia,,2019-10-21 05:36:06,2025-04-16 01:00:48
1850,Nice Entire,Bosch,Sports,Outdoor,10.48,13.03,2.55,19.57,,2023-02-18,True,Cyprus,,2020-12-17 21:31:56,2025-06-18 12:54:46
1851,Police To,Philips,Home Appliances,Cleaning,1394.34,2925.91,1531.57,52.35,12.0,2024-05-19,False,Moldova,,2020-09-10 17:32:30,2025-12-24 22:30:50
1852,West During,Xiaomi,Fashion,Men,1020.0,1531.52,511.52,,0.0,2024-09-18,False,Puerto Rico,2.6,2019-07-01 13:10:26,2025-05-27 05:58:58
1853,Camera Enjoy,Adidas,Home Appliances,Laundry,903.42,1751.84,848.42,48.43,0.0,2022-01-12,False,Lebanon,1.0,2020-09-14 21:59:31,2025-09-27 06:58:33
1854,Door Weight,,Electronics,Tablets,681.35,1383.21,,,36.0,2023-01-31,True,Estonia,3.9,2019-01-14 01:06:02,2025-09-06 12:06:57
1855,Add Away,Nike,Home Appliances,Laundry,430.86,1034.73,603.87,,6.0,2018-05-29,,Albania,4.7,2020-08-05 15:32:43,2025-09-15 22:32:16
1856,Open Where,Xiaomi,Electronics,Tablets,673.33,977.16,303.83,31.09,36.0,2024-01-13,False,Panama,4.4,2018-01-18 16:49:45,2025-05-22 10:58:39
762,Table Scene,LG,Sports,Fitness,461.21,1020.79,559.58,,0.0,2021-10-24,,Sri Lanka,,2020-09-30 00:12:53,2025-12-02 03:13:29
1858,Range What,Puma,Electronics,Accessories,789.95,1047.96,258.01,24.62,0.0,2020-05-05,False,Bhutan,,2018-07-01 14:49:20,2025-06-26 15:57:53
1859,A Good,Puma,Home Appliances,Laundry,150.32,,,,36.0,2020-03-18,,Latvia,3.6,2018-02-26 03:40:56,2025-01-24 14:10:37
1860,Behavior Should,Xiaomi,Sports,Fitness,291.25,678.42,387.17,57.07,,2018-12-01,True,Guernsey,2.2,2019-07-29 02:27:23,2026-01-17 16:04:02
1359,Writer Ten,Apple,Home Appliances,Laundry,,1564.13,686.87,43.91,24.0,2022-05-22,,Kuwait,1.2,2020-03-16 08:02:37,2025-03-15 10:45:22
1862,Write Owner,Puma,Sports,Team Sports,693.1,1276.15,583.05,45.69,24.0,2022-06-07,True,Nepal,,2018-11-21 12:40:20,2025-04-18 19:00:12
1863,Lose Simply,Lenovo,Sports,Team Sports,828.24,1141.75,313.51,27.46,24.0,2025-01-12,,Samoa,,2019-01-10 01:36:58,2025-07-20 05:50:26
1864,Product Mr,Bosch,Sports,Fitness,495.51,1048.18,552.67,52.73,12.0,2022-07-26,False,Colombia,,2019-08-27 21:22:47,2025-08-20 23:30:02
1865,Senior Risk,Nike,Fashion,Men,651.7,1361.83,710.13,52.15,12.0,2021-07-25,False,Latvia,,2019-04-13 09:32:05,2025-06-20 12:06:35
1866,Fish Key,Philips,Sports,Outdoor,541.08,688.91,147.83,21.46,12.0,2024-08-09,,Romania,3.3,2018-02-27 07:21:42,2025-08-09 05:36:09
1867,Blue Officer,Samsung,Fashion,Footwear,600.94,1333.08,732.14,54.92,36.0,2020-03-16,False,China,4.8,2020-11-02 04:34:57,2025-07-25 11:59:03
1868,West Service,Philips,Sports,Fitness,1237.94,2913.13,1675.19,57.5,24.0,2024-10-26,False,France,,2019-11-22 03:00:43,2025-10-03 22:40:05
1869,Meeting Defense,Puma,Electronics,Accessories,,92.29,11.99,12.99,,2023-12-17,True,Vanuatu,3.5,2019-06-11 22:16:11,2025-07-20 20:57:31
610,Music Citizen,Samsung,Fashion,Men,385.47,879.5,494.03,56.17,36.0,2022-02-01,False,Armenia,4.3,2018-04-27 16:49:20,2025-07-08 20:26:42
1871,Tell If,Apple,Sports,Outdoor,735.67,1325.26,589.59,44.49,,2019-05-02,False,Cote d'Ivoire,4.7,2018-10-11 06:55:42,2025-06-25 08:16:00
1872,Short Both,Adidas,Sports,Team Sports,343.42,788.39,444.97,,0.0,2024-10-27,,Hong Kong,4.3,2018-06-14 04:28:06,2025-10-17 23:45:17
1873,Show Argue,Samsung,Fashion,Footwear,394.18,884.39,490.21,55.43,36.0,2024-06-15,,Palau,2.4,2019-07-17 05:21:14,2025-12-26 03:56:37
1874,Oil Marriage,,Sports,Outdoor,283.78,346.11,62.33,,36.0,2020-05-19,False,United States Virgin Islands,,2019-08-13 05:11:44,2025-03-30 18:05:22
1875,Practice Country,LG,Fashion,Women,478.16,927.4,449.24,48.44,36.0,2022-04-05,False,Guatemala,,2019-03-19 19:48:46,2025-11-24 22:44:39
1876,Word Bill,Bosch,Electronics,Laptops,160.39,310.48,150.09,48.34,24.0,2022-01-12,,Albania,,2020-08-24 13:41:08,2026-01-10 10:39:13
1877,Feel Medical,Xiaomi,Home Appliances,Cleaning,754.37,1240.55,486.18,39.19,36.0,2019-05-08,False,United States Virgin Islands,,2019-05-24 20:00:42,2025-12-26 16:24:41
1878,Home Those,Adidas,Home Appliances,Cleaning,1119.69,2074.95,,46.04,12.0,2018-12-24,,Hong Kong,3.1,2020-05-15 08:39:29,2025-04-06 18:40:04
1879,Think Such,Nike,Home Appliances,Kitchen,1459.55,2578.79,1119.24,43.4,,2022-01-20,True,Morocco,,2020-05-17 23:13:30,2025-06-13 01:58:38
1880,Visit Student,LG,Electronics,Accessories,880.78,1522.61,641.83,42.15,36.0,2022-01-31,,Chile,2.1,2018-10-26 02:08:01,2025-03-14 18:15:59
1881,Evidence Alone,,Home Appliances,Kitchen,471.48,783.21,311.73,39.8,0.0,2018-10-15,,India,3.2,2018-10-11 18:53:54,2025-12-14 23:04:56
1882,Degree Ability,Philips,Electronics,Tablets,931.73,1421.84,490.11,34.47,6.0,2024-09-13,True,Heard Island and McDonald Islands,3.7,2020-07-17 20:37:21,2025-06-29 17:23:42
1883,Structure Describe,Adidas,Electronics,Tablets,495.74,1075.85,580.11,53.92,12.0,2020-10-09,True,Australia,2.9,2019-08-19 04:54:55,2025-12-28 12:27:40
1884,Trial Message,LG,Sports,Outdoor,1309.3,2930.8,1621.5,55.33,36.0,2020-04-26,True,Uzbekistan,,2019-02-05 00:48:39,2025-04-08 08:05:29
1885,Four Military,Samsung,Fashion,Women,628.2,1527.71,899.51,58.88,12.0,2019-02-22,False,Suriname,2.8,2019-01-24 06:56:53,2025-09-27 07:09:17
1886,Cell Think,Adidas,Sports,Team Sports,1387.53,2977.71,1590.18,53.4,6.0,2024-08-27,True,Mali,3.1,2019-01-02 16:01:07,2025-03-07 11:12:06
1887,Walk Model,Sony,Home Appliances,Cleaning,528.57,1025.28,496.71,48.45,6.0,2019-08-01,False,Senegal,3.0,2018-11-14 13:47:05,2025-11-04 19:53:08
1888,Where Woman,Philips,Sports,Outdoor,294.76,,,,0.0,2020-11-10,,Vanuatu,4.0,2020-07-21 10:01:25,2025-02-13 06:15:45
1889,Budget Baby,Puma,Sports,Fitness,1178.91,1767.82,588.91,33.31,6.0,2023-04-06,False,United States of America,3.4,2019-11-08 03:09:02,2025-02-11 00:27:29
